# Program:featureCounts v2.0.3; Command:"featureCounts" "-a" "../../../../local_scratch/ClINT/RawData/ref_genome.gff" "-o" "./vartable_output/Patient1/featureCounts/fc_output.txt" "-t" "gene" "-g" "locus_tag" "../../test_dir/bams/20096b089_dedup_snc_trimmed_Q12SA024A7_20211014141226__2109SHr1024_12_S24_R1_001.bam" "../../test_dir/bams/20096b001_dedup_snc_trimmed_Q12SA022AP_20211014141226__2109SHr1022_10_S22_R1_001.bam" "../../test_dir/bams/20096b044_dedup_snc_trimmed_Q12SA023AX_20211014141226__2109SHr1023_11_S23_R1_001.bam" "-T" "10"
Geneid	Chr	Start	End	Strand	Length	../../test_dir/bams/20096b089_dedup_snc_trimmed_Q12SA024A7_20211014141226__2109SHr1024_12_S24_R1_001.bam	../../test_dir/bams/20096b001_dedup_snc_trimmed_Q12SA022AP_20211014141226__2109SHr1022_10_S22_R1_001.bam	../../test_dir/bams/20096b044_dedup_snc_trimmed_Q12SA023AX_20211014141226__2109SHr1023_11_S23_R1_001.bam
ACCFDFCE_00425	1	468285	469058	+	774	147	184	221
ACCFDFCE_00426	1	469225	469761	+	537	84	113	132
ACCFDFCE_00427	1	469772	470665	+	894	63	83	109
ACCFDFCE_00428	1	470765	471028	+	264	1022	1074	1176
ACCFDFCE_00429	1	471338	472186	+	849	149	256	307
ACCFDFCE_00430	1	472200	473024	+	825	180	336	421
ACCFDFCE_00431	1	473041	473421	+	381	409	610	799
ACCFDFCE_00432	1	473493	473795	+	303	372	638	753
ACCFDFCE_00433	1	474139	475491	+	1353	156	211	219
ACCFDFCE_00434	1	475638	476603	+	966	296	321	334
ACCFDFCE_00435	1	476753	477406	+	654	337	389	476
ACCFDFCE_00436	1	477717	478289	+	573	43	73	72
ACCFDFCE_00437	1	478289	481795	+	3507	69	98	112
ACCFDFCE_00438	1	481785	483311	+	1527	53	84	103
ACCFDFCE_00439	1	483311	484504	+	1194	66	101	133
ACCFDFCE_00440	1	484501	484764	+	264	89	116	142
ACCFDFCE_00441	1	484782	485174	+	393	99	177	203
ACCFDFCE_00442	1	485279	485680	+	402	223	396	434
ACCFDFCE_00443	1	485860	487155	+	1296	16	23	23
ACCFDFCE_00444	1	487160	487699	+	540	48	60	62
ACCFDFCE_00445	1	487956	490049	+	2094	265	224	413
ACCFDFCE_00446	1	490278	491159	+	882	34	46	68
ACCFDFCE_00447	1	491338	492270	+	933	590	697	918
ACCFDFCE_00448	1	492486	493289	+	804	52	51	101
ACCFDFCE_00449	1	493267	493632	+	366	49	46	82
ACCFDFCE_00450	1	493629	494105	+	477	95	87	141
ACCFDFCE_00451	1	494644	496131	+	1488	218	280	352
ACCFDFCE_00452	1	496691	496768	+	78	9	10	8
ACCFDFCE_00453	1	496816	496891	+	76	2	7	2
ACCFDFCE_00454	1	496908	496983	+	76	2	2	0
ACCFDFCE_00455	1	496989	497063	+	75	21	17	13
ACCFDFCE_00456	1	497096	497170	+	75	3	1	2
ACCFDFCE_00457	1	497178	497266	+	89	1	1	0
ACCFDFCE_00458	1	497272	497348	+	77	19	14	8
ACCFDFCE_00459	1	497369	497442	+	74	11	24	20
ACCFDFCE_00460	1	497466	497541	+	76	84	94	75
ACCFDFCE_00461	1	497666	499214	+	1549	886	625	561
ACCFDFCE_00462	1	499310	499386	+	77	229	339	299
ACCFDFCE_00463	1	499679	502597	+	2919	1949	1444	1451
ACCFDFCE_00464	1	502674	502751	+	78	10	7	2
ACCFDFCE_00465	1	503001	504549	+	1549	881	629	577
ACCFDFCE_00466	1	504857	507775	+	2919	1811	1349	1295
ACCFDFCE_00467	1	507852	507929	+	78	11	8	6
ACCFDFCE_00468	1	508489	509871	-	1383	16	13	31
ACCFDFCE_00469	1	509975	510862	+	888	1609	1956	2385
ACCFDFCE_00470	1	510866	511426	+	561	2869	3310	3745
ACCFDFCE_00471	1	511634	512848	-	1215	194	443	364
ACCFDFCE_00472	1	512997	513467	+	471	165	203	320
ACCFDFCE_00473	1	513486	514052	+	567	277	292	483
ACCFDFCE_00474	1	514039	515049	+	1011	188	192	319
ACCFDFCE_00475	1	515063	517519	+	2457	287	329	512
ACCFDFCE_00476	1	518004	519368	+	1365	73	95	129
ACCFDFCE_00477	1	519393	520466	+	1074	70	98	137
ACCFDFCE_00478	1	521023	522477	+	1455	175	213	262
ACCFDFCE_00479	1	522867	523547	+	681	81	101	136
ACCFDFCE_00480	1	523531	524931	+	1401	133	162	210
ACCFDFCE_00481	1	524924	525328	+	405	176	200	269
ACCFDFCE_00482	1	525336	526082	+	747	128	156	209
ACCFDFCE_00483	1	526082	526606	+	525	166	206	270
ACCFDFCE_00484	1	526687	527256	+	570	95	147	173
ACCFDFCE_00485	1	527570	527752	+	183	392	412	489
ACCFDFCE_00486	1	527765	528313	+	549	437	529	599
ACCFDFCE_00487	1	528494	528916	+	423	551	673	790
ACCFDFCE_00488	1	529124	529816	+	693	240	264	325
ACCFDFCE_00489	1	529904	530050	+	147	179	177	252
ACCFDFCE_00490	1	530088	530588	+	501	325	328	456
ACCFDFCE_00491	1	530631	530999	+	369	286	316	437
ACCFDFCE_00492	1	531174	531782	+	609	32	51	58
ACCFDFCE_00493	1	531997	535548	+	3552	724	644	966
ACCFDFCE_00494	1	535685	539308	+	3624	535	468	751
ACCFDFCE_00495	1	539445	539699	+	255	154	132	170
ACCFDFCE_00496	1	539797	540210	+	414	1405	1055	1268
ACCFDFCE_00497	1	540276	540746	+	471	1277	983	1180
ACCFDFCE_00498	1	540869	542950	+	2082	937	734	941
ACCFDFCE_00499	1	543167	544351	+	1185	2902	2724	3512
ACCFDFCE_00500	1	544633	545808	-	1176	60	80	134
ACCFDFCE_00501	1	545979	547166	+	1188	668	1055	560
ACCFDFCE_00502	1	547432	548310	+	879	235	346	1490
ACCFDFCE_00503	1	548469	550106	+	1638	61	71	86
ACCFDFCE_00504	1	550320	551285	+	966	1340	2975	1735
ACCFDFCE_00505	1	551620	552696	+	1077	383	434	477
ACCFDFCE_00506	1	552946	553629	+	684	305	308	319
ACCFDFCE_00507	1	553745	554407	-	663	57	56	76
ACCFDFCE_00508	1	554400	555017	-	618	30	29	37
ACCFDFCE_00509	1	555084	555554	+	471	50	67	59
ACCFDFCE_00510	1	555701	556570	+	870	114	147	198
ACCFDFCE_00511	1	556591	557157	+	567	137	179	198
ACCFDFCE_00512	1	557588	560575	+	2988	2514	791	2003
ACCFDFCE_00513	1	560942	564991	+	4050	1577	2705	1310
ACCFDFCE_00514	1	565110	566582	+	1473	348	437	149
ACCFDFCE_00515	1	566706	568196	-	1491	177	251	235
ACCFDFCE_00516	1	568478	569356	-	879	143	206	279
ACCFDFCE_00517	1	569369	570034	-	666	135	203	248
ACCFDFCE_00518	1	570048	570410	-	363	160	210	264
ACCFDFCE_00519	1	570686	571444	+	759	27	31	45
ACCFDFCE_00520	1	571521	572153	+	633	95	77	125
ACCFDFCE_00521	1	572155	572703	+	549	73	63	96
ACCFDFCE_00522	1	572816	573463	+	648	51	118	81
ACCFDFCE_00523	1	573965	575365	+	1401	143	82	211
ACCFDFCE_00524	1	575909	577285	+	1377	3	3	4
ACCFDFCE_00525	1	577287	578426	+	1140	14	15	19
ACCFDFCE_00526	1	578401	578766	+	366	10	8	11
ACCFDFCE_00527	1	578769	579038	+	270	12	23	31
ACCFDFCE_00528	1	579239	579406	-	168	480	691	799
ACCFDFCE_00529	1	579913	580743	-	831	125	207	248
ACCFDFCE_00530	1	580927	581583	+	657	26	32	27
ACCFDFCE_00531	1	581584	581964	+	381	53	65	72
ACCFDFCE_00532	1	582097	582465	+	369	68	84	81
ACCFDFCE_00533	1	582586	584070	+	1485	15	22	27
ACCFDFCE_00534	1	584212	584664	-	453	40	59	56
ACCFDFCE_00535	1	584677	585441	-	765	24	41	44
ACCFDFCE_00536	1	585682	585820	+	139	247	113	168
ACCFDFCE_00537	1	585990	586742	-	753	186	223	374
ACCFDFCE_00538	1	586910	587896	+	987	304	396	584
ACCFDFCE_00539	1	587899	588735	+	837	427	521	730
ACCFDFCE_00540	1	589322	590242	+	921	9	15	15
ACCFDFCE_00541	1	590247	591230	+	984	11	18	20
ACCFDFCE_00542	1	591243	592319	+	1077	8	12	11
ACCFDFCE_00543	1	592496	592837	+	342	4	5	7
ACCFDFCE_00544	1	592889	594211	-	1323	29	26	39
ACCFDFCE_00545	1	594198	594638	-	441	16	12	21
ACCFDFCE_00546	1	595263	596672	+	1410	257	154	191
ACCFDFCE_00547	1	596676	597302	+	627	90	63	68
ACCFDFCE_00548	1	597428	598069	+	642	121	89	90
ACCFDFCE_00549	1	598157	598774	+	618	97	70	93
ACCFDFCE_00550	1	598849	599478	+	630	75	49	70
ACCFDFCE_00551	1	599674	600294	+	621	66	42	63
ACCFDFCE_00552	1	600434	601066	+	633	43	28	41
ACCFDFCE_00553	1	601113	601580	+	468	23	13	21
ACCFDFCE_00554	1	602194	602823	+	630	9	7	11
ACCFDFCE_00555	1	602947	603588	+	642	8	8	12
ACCFDFCE_00556	1	603625	604260	+	636	13	19	20
ACCFDFCE_00557	1	604226	604471	+	246	30	27	48
ACCFDFCE_00558	1	604495	605121	+	627	15	17	27
ACCFDFCE_00559	1	605391	606329	+	939	64	56	108
ACCFDFCE_00560	1	606540	607076	+	537	233	197	545
ACCFDFCE_00561	1	607245	607721	+	477	110	97	229
ACCFDFCE_00562	1	607761	609056	+	1296	251	247	490
ACCFDFCE_00563	1	609099	609605	+	507	208	223	407
ACCFDFCE_00564	1	610104	611114	+	1011	158	69	320
ACCFDFCE_00565	1	611189	611296	+	108	1	8	3
ACCFDFCE_00566	1	611389	611805	+	417	43	29	52
ACCFDFCE_00567	1	611802	613463	+	1662	99	134	155
ACCFDFCE_00568	1	613624	613843	-	220	61	46	34
ACCFDFCE_00569	1	613852	614487	+	636	7	6	8
ACCFDFCE_00570	1	614866	615753	+	888	56	78	82
ACCFDFCE_00571	1	615865	616851	+	987	54	79	72
ACCFDFCE_00572	1	616906	617625	+	720	72	133	136
ACCFDFCE_00573	1	617609	618409	+	801	103	183	175
ACCFDFCE_00574	1	618545	619051	+	507	1736	2667	2102
ACCFDFCE_00575	1	619213	619929	+	717	127	121	83
ACCFDFCE_00576	1	620098	620886	+	789	6	9	11
ACCFDFCE_00577	1	621137	621511	-	375	113	155	185
ACCFDFCE_00578	1	621676	621871	-	196	12	12	21
ACCFDFCE_00579	1	622459	623388	-	930	18	12	25
ACCFDFCE_00580	1	623583	623807	-	225	1	2	1
ACCFDFCE_00581	1	623824	624027	-	204	2	4	5
ACCFDFCE_00582	1	624186	624746	+	561	11	13	12
ACCFDFCE_00583	1	624765	627167	+	2403	9	8	8
ACCFDFCE_00584	1	627154	627579	+	426	9	7	7
ACCFDFCE_00585	1	627576	627920	+	345	7	5	6
ACCFDFCE_00586	1	627910	629406	+	1497	7	8	9
ACCFDFCE_00587	1	629407	629889	+	483	4	4	6
ACCFDFCE_00588	1	629886	630188	+	303	5	6	9
ACCFDFCE_00589	1	630163	630600	+	438	9	10	14
ACCFDFCE_00590	1	630940	632982	+	2043	138	203	621
ACCFDFCE_00591	1	633177	633616	-	440	35920	51904	41981
ACCFDFCE_00592	1	634408	635346	-	939	11064	10286	12620
ACCFDFCE_00593	1	635343	636179	-	837	6899	6427	7942
ACCFDFCE_00594	1	636173	636916	-	744	9624	8960	11272
ACCFDFCE_00595	1	637038	637682	+	645	102	165	168
ACCFDFCE_00596	1	637762	638514	-	753	12	21	17
ACCFDFCE_00597	1	638750	639514	+	765	55	73	78
ACCFDFCE_00598	1	639575	640369	-	795	109	150	237
ACCFDFCE_00599	1	640716	641528	+	813	86	123	128
ACCFDFCE_00600	1	641627	642730	+	1104	87	66	81
ACCFDFCE_00601	1	642727	643788	+	1062	66	57	70
ACCFDFCE_00602	1	643851	644249	+	399	39	30	44
ACCFDFCE_00603	1	644366	645661	-	1296	24	20	39
ACCFDFCE_00604	1	646082	647809	+	1728	736	325	635
ACCFDFCE_00605	1	648168	649397	+	1230	227	505	294
ACCFDFCE_00606	1	649547	649723	-	177	66	64	30
ACCFDFCE_00607	1	649922	650755	+	834	87	71	71
ACCFDFCE_00608	1	651037	651834	+	798	61	104	117
ACCFDFCE_00609	1	651870	652874	+	1005	20	32	35
ACCFDFCE_00610	1	652871	653887	+	1017	41	55	61
ACCFDFCE_00611	1	654121	655089	+	969	167	123	347
ACCFDFCE_00612	1	655131	655715	+	585	151	103	306
ACCFDFCE_00613	1	655708	656070	+	363	170	125	340
ACCFDFCE_00614	1	656186	656683	+	498	316	265	505
ACCFDFCE_00615	1	657139	658206	+	1068	83	96	160
ACCFDFCE_00616	1	658357	659400	+	1044	17	17	24
ACCFDFCE_00617	1	659729	660157	+	429	36	110	58
ACCFDFCE_00618	1	660366	660872	-	507	165	173	303
ACCFDFCE_00619	1	660985	661908	+	924	79	87	87
ACCFDFCE_00620	1	661924	662598	+	675	55	85	78
ACCFDFCE_00621	1	662591	663631	+	1041	43	70	69
ACCFDFCE_00622	1	663775	664536	+	762	63	85	87
ACCFDFCE_00623	1	664526	666415	+	1890	51	52	70
ACCFDFCE_00624	1	667140	667757	+	618	139	182	145
ACCFDFCE_00625	1	667773	668780	+	1008	114	144	111
ACCFDFCE_00626	1	669368	670165	-	798	373	299	436
ACCFDFCE_00627	1	670526	671170	+	645	80	84	156
ACCFDFCE_00628	1	671867	674017	+	2151	28	32	63
ACCFDFCE_00629	1	674097	674522	+	426	1328	658	1699
ACCFDFCE_00630	1	674712	675428	+	717	275	290	462
ACCFDFCE_00631	1	675428	675901	+	474	258	294	443
ACCFDFCE_00632	1	676254	676898	+	645	277	411	499
ACCFDFCE_00633	1	677014	677880	+	867	206	314	376
ACCFDFCE_00634	1	678081	679301	+	1221	48	83	104
ACCFDFCE_00635	1	679298	679786	+	489	54	90	104
ACCFDFCE_00636	1	679885	680574	-	690	23	19	18
ACCFDFCE_00637	1	680701	681144	+	444	4	4	9
ACCFDFCE_00638	1	681211	681606	+	396	31	32	46
ACCFDFCE_00639	1	681744	682043	+	300	79	89	112
ACCFDFCE_00640	1	682123	682665	+	543	14	17	28
ACCFDFCE_00641	1	682761	683327	-	567	28	29	43
ACCFDFCE_00642	1	683329	683787	-	459	19	22	28
ACCFDFCE_00643	1	683790	684473	-	684	54	55	76
ACCFDFCE_00644	1	684645	685520	-	876	18	18	17
ACCFDFCE_00645	1	685739	687370	+	1632	30	18	33
ACCFDFCE_00646	1	687367	689040	+	1674	19	14	26
ACCFDFCE_00647	1	689167	689610	-	444	2254	3651	2271
ACCFDFCE_00648	1	689837	690763	+	927	28	48	46
ACCFDFCE_00649	1	690866	691774	+	909	108	163	157
ACCFDFCE_00650	1	691809	692096	+	288	44	67	62
ACCFDFCE_00651	1	692379	693932	+	1554	120	137	85
ACCFDFCE_00652	1	694018	695391	+	1374	156	165	115
ACCFDFCE_00653	1	695546	695830	-	285	76	81	56
ACCFDFCE_00654	1	695827	696444	-	618	69	84	58
ACCFDFCE_00655	1	696630	697052	-	423	175	207	135
ACCFDFCE_00656	1	697261	698427	+	1167	27	24	19
ACCFDFCE_00657	1	698708	699172	+	465	97	72	76
ACCFDFCE_00658	1	699346	699828	+	483	24	26	32
ACCFDFCE_00659	1	700081	700842	+	762	5	14	8
ACCFDFCE_00660	1	700839	701759	+	921	7	21	21
ACCFDFCE_00661	1	701765	703723	+	1959	21	74	86
ACCFDFCE_00662	1	704031	705212	+	1182	40	53	138
ACCFDFCE_00663	1	705433	706782	+	1350	207	288	306
ACCFDFCE_00664	1	707004	707843	+	840	59	64	165
ACCFDFCE_00665	1	707975	708958	+	984	89	96	214
ACCFDFCE_00666	1	709030	710085	-	1056	501	311	338
ACCFDFCE_00667	1	710085	710771	-	687	502	286	293
ACCFDFCE_00668	1	710746	711219	-	474	241	135	88
ACCFDFCE_00669	1	711561	712001	-	441	644	396	148
ACCFDFCE_00670	1	712281	712865	-	585	17	20	38
ACCFDFCE_00671	1	712964	713677	-	714	8	8	16
ACCFDFCE_00672	1	713681	714100	-	420	6	9	12
ACCFDFCE_00673	1	714102	714770	-	669	2	5	5
ACCFDFCE_00674	1	715121	715714	+	594	4	12	9
ACCFDFCE_00675	1	715698	716849	+	1152	23	31	28
ACCFDFCE_00676	1	716849	717457	+	609	35	45	53
ACCFDFCE_00677	1	717589	717668	-	80	48	66	82
ACCFDFCE_00678	1	717817	718527	+	711	33	68	66
ACCFDFCE_00679	1	718511	719515	+	1005	32	54	59
ACCFDFCE_00680	1	719989	721929	+	1941	226	218	243
ACCFDFCE_00681	1	722206	724083	+	1878	52	64	80
ACCFDFCE_00682	1	724095	725876	+	1782	67	80	113
ACCFDFCE_00683	1	726098	727075	+	978	43	41	115
ACCFDFCE_00684	1	727068	728582	+	1515	88	59	157
ACCFDFCE_00685	1	728822	729880	+	1059	27	28	23
ACCFDFCE_00686	1	729872	730095	+	224	74	82	62
ACCFDFCE_00687	1	730231	730773	+	543	77	149	107
ACCFDFCE_00688	1	731397	732314	-	918	18	21	30
ACCFDFCE_00689	1	732584	734089	-	1506	580	1334	1607
ACCFDFCE_00690	1	734430	734930	-	501	22	41	54
ACCFDFCE_00691	1	734950	735816	-	867	20	37	44
ACCFDFCE_00692	1	736617	737015	+	399	663	1035	2884
ACCFDFCE_00693	1	736978	739083	+	2106	509	977	2221
ACCFDFCE_00694	1	739201	740172	+	972	437	840	2046
ACCFDFCE_00695	1	740838	741851	+	1014	4	16	4
ACCFDFCE_00696	1	741838	742794	+	957	2	7	1
ACCFDFCE_00697	1	742791	743552	+	762	2	5	0
ACCFDFCE_00698	1	743671	744699	+	1029	3	7	2
ACCFDFCE_00699	1	745016	745330	-	315	95	95	111
ACCFDFCE_00700	1	745348	746271	-	924	35	51	52
ACCFDFCE_00701	1	746398	746916	-	519	22	40	31
ACCFDFCE_00702	1	747036	747914	+	879	53	79	73
ACCFDFCE_00703	1	748068	748388	+	321	98	126	121
ACCFDFCE_00704	1	748813	749937	+	1125	48	52	76
ACCFDFCE_00705	1	750126	751352	-	1227	179	219	193
ACCFDFCE_00706	1	751366	751860	-	495	46	58	65
ACCFDFCE_00707	1	751878	752639	-	762	23	28	38
ACCFDFCE_00708	1	752835	753905	-	1071	55	48	60
ACCFDFCE_00709	1	754223	755278	+	1056	31	37	36
ACCFDFCE_00710	1	755448	756089	-	642	38	51	82
ACCFDFCE_00711	1	756233	756616	+	384	45	80	54
ACCFDFCE_00712	1	756980	758062	+	1083	5	7	3
ACCFDFCE_00713	1	758055	758729	+	675	3	4	3
ACCFDFCE_00714	1	758790	759362	+	573	4115	4800	4972
ACCFDFCE_00715	1	759776	762307	+	2532	664	805	462
ACCFDFCE_00716	1	762740	763732	+	993	208	271	187
ACCFDFCE_00717	1	764141	764980	+	840	20	36	15
ACCFDFCE_00718	1	765154	765804	+	651	111	72	123
ACCFDFCE_00719	1	765801	766037	+	237	99	72	143
ACCFDFCE_00720	1	766306	768291	+	1986	91	90	106
ACCFDFCE_00721	1	768299	771145	+	2847	78	77	96
ACCFDFCE_00722	1	771427	771611	+	185	14	13	10
ACCFDFCE_00723	1	771807	772739	+	933	189	173	233
ACCFDFCE_00724	1	772745	773584	+	840	120	116	156
ACCFDFCE_00725	1	773592	774077	+	486	84	94	121
ACCFDFCE_00726	1	774085	775524	+	1440	48	47	56
ACCFDFCE_00727	1	775591	776526	+	936	475	564	1175
ACCFDFCE_00728	1	776900	777325	-	426	86	103	119
ACCFDFCE_00729	1	777147	777376	+	230	4	6	5
ACCFDFCE_00730	1	777520	778431	+	912	122	106	177
ACCFDFCE_00731	1	778428	779423	+	996	118	110	175
ACCFDFCE_00732	1	779533	780477	+	945	114	109	173
ACCFDFCE_00733	1	780791	780863	-	73	15	15	12
ACCFDFCE_00734	1	781050	781637	+	588	553	624	990
ACCFDFCE_00735	1	781880	782749	-	870	165	206	275
ACCFDFCE_00736	1	782931	783054	+	124	26	42	102
ACCFDFCE_00737	1	783485	784114	+	630	17	12	30
ACCFDFCE_00738	1	784254	784466	+	213	3	2	2
ACCFDFCE_00739	1	784756	785769	+	1014	70	53	45
ACCFDFCE_00740	1	785822	786832	+	1011	248	240	273
ACCFDFCE_00741	1	786971	788161	+	1191	137	149	168
ACCFDFCE_00742	1	788283	789044	+	762	219	241	296
ACCFDFCE_00743	1	789047	790564	+	1518	153	179	228
ACCFDFCE_00744	1	790694	791998	+	1305	1853	1941	2151
ACCFDFCE_00745	1	792338	792796	+	459	106	173	111
ACCFDFCE_00746	1	792863	793096	+	234	200	242	266
ACCFDFCE_00747	1	793212	793952	+	741	90	112	148
ACCFDFCE_00748	1	793986	796358	+	2373	99	121	161
ACCFDFCE_00749	1	796380	796844	+	465	76	91	121
ACCFDFCE_00750	1	796935	797293	+	359	40337	39067	32876
ACCFDFCE_00751	1	798166	798489	-	324	1735	2400	3101
ACCFDFCE_00752	1	798843	799571	-	729	356	506	750
ACCFDFCE_00753	1	800170	800691	+	522	4	4	4
ACCFDFCE_00754	1	800830	801360	+	531	8	9	11
ACCFDFCE_00755	1	801623	804406	+	2784	40	50	52
ACCFDFCE_00756	1	804743	806152	+	1410	1	2	3
ACCFDFCE_00757	1	806503	807525	+	1023	7	9	7
ACCFDFCE_00758	1	807860	808330	+	471	1	2	1
ACCFDFCE_00759	1	808671	809357	+	687	462	133	273
ACCFDFCE_00760	1	809714	809914	+	201	1150	2040	1461
ACCFDFCE_00761	1	810410	810628	-	219	29	18	32
ACCFDFCE_00762	1	810690	810974	-	285	21	11	19
ACCFDFCE_00763	1	811062	811631	-	570	16	9	9
ACCFDFCE_00764	1	811819	812007	-	189	220	232	312
ACCFDFCE_00765	1	812036	812296	-	261	124	103	164
ACCFDFCE_00766	1	812637	812840	+	204	89	81	130
ACCFDFCE_00767	1	812837	813073	-	237	30	23	26
ACCFDFCE_00768	1	813298	813879	+	582	47	16	30
ACCFDFCE_00769	1	813952	814569	-	618	110	75	54
ACCFDFCE_00770	1	814724	815218	-	495	69	91	82
ACCFDFCE_00771	1	815617	816039	-	423	5	13	9
ACCFDFCE_00772	1	816187	816903	+	717	23	31	46
ACCFDFCE_00773	1	816986	817525	+	540	94	104	128
ACCFDFCE_00774	1	817675	817995	-	321	249	337	569
ACCFDFCE_00775	1	818139	818495	+	357	665	659	713
ACCFDFCE_00776	1	818653	819033	+	381	3390	2829	2146
ACCFDFCE_00777	1	819097	819210	+	114	699	539	333
ACCFDFCE_00778	1	819212	820090	+	879	438	395	223
ACCFDFCE_00779	1	820133	820399	+	267	595	565	325
ACCFDFCE_00780	1	820829	821218	+	390	289	292	177
ACCFDFCE_00781	1	821211	821507	+	297	264	268	173
ACCFDFCE_00782	1	821565	821668	+	104	158	219	116
ACCFDFCE_00783	1	821757	822782	+	1026	79	166	145
ACCFDFCE_00784	1	822775	823470	+	696	98	194	152
ACCFDFCE_00785	1	823488	824309	+	822	173	523	293
ACCFDFCE_00786	1	824663	824857	+	195	267	348	350
ACCFDFCE_00787	1	825090	825941	-	852	12	12	11
ACCFDFCE_00788	1	826269	827030	+	762	102	177	114
ACCFDFCE_00789	1	827128	828435	+	1308	168	258	159
ACCFDFCE_00790	1	828550	829791	+	1242	108	170	106
ACCFDFCE_00791	1	829781	830245	+	465	128	185	111
ACCFDFCE_00792	1	830396	831793	+	1398	222	209	195
ACCFDFCE_00793	1	832123	832437	-	315	5	13	7
ACCFDFCE_00794	1	832802	833842	+	1041	19	22	44
ACCFDFCE_00795	1	833856	834923	+	1068	25	20	54
ACCFDFCE_00796	1	835136	835984	+	849	32	27	59
ACCFDFCE_00797	1	835997	836824	+	828	30	24	58
ACCFDFCE_00798	1	836851	838170	+	1320	41	36	91
ACCFDFCE_00799	1	838254	839171	+	918	237	280	324
ACCFDFCE_00800	1	839301	839684	+	384	79	80	90
ACCFDFCE_00801	1	839763	840029	-	267	25	20	17
ACCFDFCE_00802	1	840127	840561	+	435	260	344	385
ACCFDFCE_00803	1	840561	841340	+	780	281	405	398
ACCFDFCE_00804	1	841373	842332	+	960	361	495	443
ACCFDFCE_00805	1	842744	842896	+	153	64	75	111
ACCFDFCE_00806	1	842912	844369	+	1458	300	307	461
ACCFDFCE_00807	1	844366	845580	+	1215	223	231	349
ACCFDFCE_00808	1	845598	845834	+	237	535	478	776
ACCFDFCE_00809	1	845831	847006	+	1176	345	354	565
ACCFDFCE_00810	1	847269	847511	-	243	256	482	218
ACCFDFCE_00811	1	847612	847935	+	324	129	309	73
ACCFDFCE_00812	1	847994	849058	-	1065	407	658	385
ACCFDFCE_00813	1	849375	849611	+	237	127	146	305
ACCFDFCE_00814	1	849624	849983	+	360	176	260	405
ACCFDFCE_00815	1	850437	851645	+	1209	383	304	481
ACCFDFCE_00816	1	851776	853251	+	1476	185	190	272
ACCFDFCE_00817	1	853662	854978	+	1317	27	28	40
ACCFDFCE_00818	1	854997	855371	+	375	148	175	178
ACCFDFCE_00819	1	855427	856581	-	1155	8	9	7
ACCFDFCE_00820	1	856830	857186	-	357	96	176	179
ACCFDFCE_00821	1	857164	857457	-	294	57	108	106
ACCFDFCE_00822	1	857457	857936	-	480	169	224	242
ACCFDFCE_00823	1	857938	859434	-	1497	119	169	182
ACCFDFCE_00824	1	859427	859768	-	342	321	356	379
ACCFDFCE_00825	1	859768	860196	-	429	193	239	249
ACCFDFCE_00826	1	860189	862594	-	2406	280	333	361
ACCFDFCE_00827	1	862725	863108	-	384	57	103	67
ACCFDFCE_00828	1	863172	863765	+	594	220	273	263
ACCFDFCE_00829	1	864181	864558	+	378	697	1398	1398
ACCFDFCE_00830	1	864920	866047	+	1128	57	63	361
ACCFDFCE_00831	1	866355	867545	+	1191	3097	2863	2163
ACCFDFCE_00832	1	867654	868898	+	1245	3889	3991	2844
ACCFDFCE_00833	1	869037	869314	-	278	845	1021	657
ACCFDFCE_00834	1	869401	870330	-	930	149	76	126
ACCFDFCE_00835	1	870572	871951	-	1380	14	13	48
ACCFDFCE_00836	1	871941	873146	-	1206	7	9	36
ACCFDFCE_00837	1	873497	874828	+	1332	757	832	1125
ACCFDFCE_00838	1	875153	875728	+	576	66	77	85
ACCFDFCE_00839	1	875733	876257	+	525	72	96	96
ACCFDFCE_00840	1	876273	876848	+	576	77	95	114
ACCFDFCE_00841	1	877008	880484	+	3477	94	131	159
ACCFDFCE_00842	1	880485	884138	+	3654	122	170	224
ACCFDFCE_00843	1	884304	885206	+	903	904	1061	1325
ACCFDFCE_00844	1	885535	885924	+	390	50	53	43
ACCFDFCE_00845	1	886095	887411	-	1317	244	206	334
ACCFDFCE_00846	1	887463	888287	-	825	89	85	128
ACCFDFCE_00847	1	888401	888709	+	309	636	547	769
ACCFDFCE_00848	1	889256	891070	+	1815	14	8	18
ACCFDFCE_00849	1	891273	893882	+	2610	32	54	51
ACCFDFCE_00850	1	893941	894810	-	870	4	3	8
ACCFDFCE_00851	1	894920	896065	+	1146	0	1	1
ACCFDFCE_00852	1	896049	896690	+	642	2	2	3
ACCFDFCE_00853	1	896683	897801	+	1119	3	3	3
ACCFDFCE_00854	1	897785	898300	+	516	5	8	7
ACCFDFCE_00855	1	898611	899045	+	435	890	171	845
ACCFDFCE_00856	1	899302	899487	-	186	127	174	147
ACCFDFCE_00857	1	899782	900723	+	942	57	26	92
ACCFDFCE_00858	1	900735	901979	+	1245	128	114	237
ACCFDFCE_00859	1	902034	902405	-	372	19	18	9
ACCFDFCE_00860	1	902648	903574	+	927	108	210	68
ACCFDFCE_00861	1	903574	904644	+	1071	203	308	102
ACCFDFCE_00862	1	904661	905743	+	1083	219	307	112
ACCFDFCE_00863	1	905733	906674	+	942	254	348	132
ACCFDFCE_00864	1	906693	908348	+	1656	299	413	145
ACCFDFCE_00865	1	908560	910275	+	1716	1	3	1
ACCFDFCE_00866	1	910326	911312	+	987	1	1	1
