# Program:featureCounts v2.0.3; Command:"featureCounts" "-a" "../../../../local_scratch/ClINT/RawData/ref_genome.gff" "-o" ".//vartable_output/FO13679x01/fc_output.txt" "-t" "gene" "-g" "locus_tag" "../../test_dir/bams/20096b089_dedup_snc_trimmed_Q12SA024A7_20211014141226__2109SHr1024_12_S24_R1_001.bam" "../../test_dir/bams/20096b001_dedup_snc_trimmed_Q12SA022AP_20211014141226__2109SHr1022_10_S22_R1_001.bam" "../../test_dir/bams/20096b044_dedup_snc_trimmed_Q12SA023AX_20211014141226__2109SHr1023_11_S23_R1_001.bam" "-T" "10" 
Geneid	Chr	Start	End	Strand	Length	../../test_dir/bams/20096b089_dedup_snc_trimmed_Q12SA024A7_20211014141226__2109SHr1024_12_S24_R1_001.bam	../../test_dir/bams/20096b001_dedup_snc_trimmed_Q12SA022AP_20211014141226__2109SHr1022_10_S22_R1_001.bam	../../test_dir/bams/20096b044_dedup_snc_trimmed_Q12SA023AX_20211014141226__2109SHr1023_11_S23_R1_001.bam
ACCFDFCE_00412	1	452828	454376	+	1549	18711	12879	11646
ACCFDFCE_00413	1	454746	457664	+	2919	75492	53613	52561
ACCFDFCE_00414	1	457741	457818	+	78	13	8	6
ACCFDFCE_00415	1	459294	460631	+	1338	476	890	803
ACCFDFCE_00416	1	460633	461250	+	618	367	521	547
ACCFDFCE_00417	1	461278	461607	+	330	3193	4110	3180
ACCFDFCE_00418	1	461821	462747	+	927	1583	2041	2423
ACCFDFCE_00419	1	462748	463551	+	804	1249	1751	1991
ACCFDFCE_00420	1	463568	463915	+	348	396	639	668
ACCFDFCE_00421	1	464189	464914	+	726	90	199	108
ACCFDFCE_00422	1	464907	465155	+	249	38	52	44
ACCFDFCE_00423	1	465157	465996	+	840	169	253	257
ACCFDFCE_00424	1	466281	468254	+	1974	5281	6584	7550
ACCFDFCE_00425	1	468285	469058	+	774	1910	2278	2766
ACCFDFCE_00426	1	469225	469761	+	537	758	972	1147
ACCFDFCE_00427	1	469772	470665	+	894	954	1183	1578
ACCFDFCE_00428	1	470765	471028	+	264	4539	4544	5011
ACCFDFCE_00429	1	471338	472186	+	849	2130	3485	4206
ACCFDFCE_00430	1	472200	473024	+	825	2502	4438	5600
ACCFDFCE_00431	1	473041	473421	+	381	2622	3725	4915
ACCFDFCE_00432	1	473493	473795	+	303	1895	3100	3683
ACCFDFCE_00433	1	474139	475491	+	1353	3559	4584	4772
ACCFDFCE_00434	1	475638	476603	+	966	4812	4977	5212
ACCFDFCE_00435	1	476753	477406	+	654	3702	4082	5026
ACCFDFCE_00436	1	477717	478289	+	573	412	669	666
ACCFDFCE_00437	1	478289	481795	+	3507	4065	5521	6361
ACCFDFCE_00438	1	481785	483311	+	1527	1371	2062	2535
ACCFDFCE_00439	1	483311	484504	+	1194	1328	1936	2557
ACCFDFCE_00440	1	484501	484764	+	264	397	490	605
ACCFDFCE_00441	1	484782	485174	+	393	653	1116	1285
ACCFDFCE_00442	1	485279	485680	+	402	1511	2550	2814
ACCFDFCE_00443	1	485860	487155	+	1296	352	477	483
ACCFDFCE_00444	1	487160	487699	+	540	436	521	537
ACCFDFCE_00445	1	487956	490049	+	2094	9321	7512	13953
ACCFDFCE_00446	1	490278	491159	+	882	508	653	964
ACCFDFCE_00447	1	491338	492270	+	933	9267	10429	13824
ACCFDFCE_00448	1	492486	493289	+	804	702	651	1311
ACCFDFCE_00449	1	493267	493632	+	366	300	268	485
ACCFDFCE_00450	1	493629	494105	+	477	759	663	1083
ACCFDFCE_00451	1	494644	496131	+	1488	5453	6691	8444
ACCFDFCE_00452	1	496691	496768	+	78	12	12	10
ACCFDFCE_00453	1	496816	496891	+	76	2	8	2
ACCFDFCE_00454	1	496908	496983	+	76	2	2	0
ACCFDFCE_00455	1	496989	497063	+	75	26	21	16
ACCFDFCE_00456	1	497096	497170	+	75	4	1	2
ACCFDFCE_00457	1	497178	497266	+	89	2	2	0
ACCFDFCE_00458	1	497272	497348	+	77	24	17	10
ACCFDFCE_00459	1	497369	497442	+	74	14	28	24
ACCFDFCE_00460	1	497466	497541	+	76	108	115	92
ACCFDFCE_00461	1	497666	499214	+	1549	23079	15527	14036
ACCFDFCE_00462	1	499310	499386	+	77	297	419	372
ACCFDFCE_00463	1	499679	502597	+	2919	95685	67581	68356
ACCFDFCE_00464	1	502674	502751	+	78	13	9	3
ACCFDFCE_00465	1	503001	504549	+	1549	22946	15610	14419
ACCFDFCE_00466	1	504857	507775	+	2919	88924	63134	61010
ACCFDFCE_00467	1	507852	507929	+	78	14	10	8
ACCFDFCE_00468	1	508489	509871	-	1383	368	279	697
ACCFDFCE_00469	1	509975	510862	+	888	24036	27851	34181
ACCFDFCE_00470	1	510866	511426	+	561	27077	29770	33903
ACCFDFCE_00471	1	511634	512848	-	1215	3959	8634	7128
ACCFDFCE_00472	1	512997	513467	+	471	1306	1531	2434
ACCFDFCE_00473	1	513486	514052	+	567	2644	2657	4416
ACCFDFCE_00474	1	514039	515049	+	1011	3202	3111	5197
ACCFDFCE_00475	1	515063	517519	+	2457	11849	12950	20321
ACCFDFCE_00476	1	518004	519368	+	1365	1665	2070	2832
ACCFDFCE_00477	1	519393	520466	+	1074	1265	1680	2372
ACCFDFCE_00478	1	521023	522477	+	1455	4275	4964	6158
ACCFDFCE_00479	1	522867	523547	+	681	926	1104	1491
ACCFDFCE_00480	1	523531	524931	+	1401	3123	3629	4746
ACCFDFCE_00481	1	524924	525328	+	405	1199	1300	1759
ACCFDFCE_00482	1	525336	526082	+	747	1606	1864	2516
ACCFDFCE_00483	1	526082	526606	+	525	1463	1737	2284
ACCFDFCE_00484	1	526687	527256	+	570	910	1347	1595
ACCFDFCE_00485	1	527570	527752	+	183	1208	1208	1445
ACCFDFCE_00486	1	527765	528313	+	549	4038	4659	5309
ACCFDFCE_00487	1	528494	528916	+	423	3924	4564	5396
ACCFDFCE_00488	1	529124	529816	+	693	2793	2928	3638
ACCFDFCE_00489	1	529904	530050	+	147	443	416	599
ACCFDFCE_00490	1	530088	530588	+	501	2743	2638	3688
ACCFDFCE_00491	1	530631	530999	+	369	1778	1872	2601
ACCFDFCE_00492	1	531174	531782	+	609	326	500	573
ACCFDFCE_00493	1	531997	535548	+	3552	43252	36695	55358
ACCFDFCE_00494	1	535685	539308	+	3624	32586	27213	43916
ACCFDFCE_00495	1	539445	539699	+	255	661	538	700
ACCFDFCE_00496	1	539797	540210	+	414	9785	7000	8471
ACCFDFCE_00497	1	540276	540746	+	471	10115	7427	8970
ACCFDFCE_00498	1	540869	542950	+	2082	32831	24501	31616
ACCFDFCE_00499	1	543167	544351	+	1185	57852	51752	67156
ACCFDFCE_00500	1	544633	545808	-	1176	1193	1512	2542
ACCFDFCE_00501	1	545979	547166	+	1188	13354	20099	10743
ACCFDFCE_00502	1	547432	548310	+	879	3480	4875	21142
ACCFDFCE_00503	1	548469	550106	+	1638	1672	1872	2268
ACCFDFCE_00504	1	550320	551285	+	966	21768	46085	27055
ACCFDFCE_00505	1	551620	552696	+	1077	6945	7493	8296
ACCFDFCE_00506	1	552946	553629	+	684	3507	3377	3518
ACCFDFCE_00507	1	553745	554407	-	663	640	599	811
ACCFDFCE_00508	1	554400	555017	-	618	311	285	366
ACCFDFCE_00509	1	555084	555554	+	471	395	503	446
ACCFDFCE_00510	1	555701	556570	+	870	1674	2052	2781
ACCFDFCE_00511	1	556591	557157	+	567	1307	1628	1812
ACCFDFCE_00512	1	557588	560575	+	2988	126354	37880	96588
ACCFDFCE_00513	1	560942	564991	+	4050	107417	175652	85639
ACCFDFCE_00514	1	565110	566582	+	1473	8616	10329	3538
ACCFDFCE_00515	1	566706	568196	-	1491	4434	6000	5656
ACCFDFCE_00516	1	568478	569356	-	879	2115	2902	3953
ACCFDFCE_00517	1	569369	570034	-	666	1516	2167	2669
ACCFDFCE_00518	1	570048	570410	-	363	975	1221	1548
ACCFDFCE_00519	1	570686	571444	+	759	345	378	554
ACCFDFCE_00520	1	571521	572153	+	633	1012	785	1278
ACCFDFCE_00521	1	572155	572703	+	549	674	556	847
ACCFDFCE_00522	1	572816	573463	+	648	558	1224	845
ACCFDFCE_00523	1	573965	575365	+	1401	3371	1838	4767
ACCFDFCE_00524	1	575909	577285	+	1377	68	56	89
ACCFDFCE_00525	1	577287	578426	+	1140	278	276	348
ACCFDFCE_00526	1	578401	578766	+	366	59	46	65
ACCFDFCE_00527	1	578769	579038	+	270	56	98	134
ACCFDFCE_00528	1	579239	579406	-	168	1357	1862	2166
ACCFDFCE_00529	1	579913	580743	-	831	1754	2756	3324
ACCFDFCE_00530	1	580927	581583	+	657	284	336	288
ACCFDFCE_00531	1	581584	581964	+	381	339	397	444
ACCFDFCE_00532	1	582097	582465	+	369	422	498	480
ACCFDFCE_00533	1	582586	584070	+	1485	380	527	658
ACCFDFCE_00534	1	584212	584664	-	453	302	430	412
ACCFDFCE_00535	1	584677	585441	-	765	308	497	538
ACCFDFCE_00536	1	585682	585820	+	139	578	251	377
ACCFDFCE_00537	1	585990	586742	-	753	2358	2687	4550
ACCFDFCE_00538	1	586910	587896	+	987	5053	6264	9295
ACCFDFCE_00539	1	587899	588735	+	837	6010	6987	9864
ACCFDFCE_00540	1	589322	590242	+	921	143	225	223
ACCFDFCE_00541	1	590247	591230	+	984	176	290	317
ACCFDFCE_00542	1	591243	592319	+	1077	139	210	194
ACCFDFCE_00543	1	592496	592837	+	342	25	28	37
ACCFDFCE_00544	1	592889	594211	-	1323	635	562	836
ACCFDFCE_00545	1	594198	594638	-	441	119	84	146
ACCFDFCE_00546	1	595263	596672	+	1410	6087	3485	4348
ACCFDFCE_00547	1	596676	597302	+	627	949	634	690
ACCFDFCE_00548	1	597428	598069	+	642	1308	913	928
ACCFDFCE_00549	1	598157	598774	+	618	1010	694	927
ACCFDFCE_00550	1	598849	599478	+	630	795	496	709
ACCFDFCE_00551	1	599674	600294	+	621	692	417	630
ACCFDFCE_00552	1	600434	601066	+	633	463	288	415
ACCFDFCE_00553	1	601113	601580	+	468	185	95	158
ACCFDFCE_00554	1	602194	602823	+	630	95	75	116
ACCFDFCE_00555	1	602947	603588	+	642	91	86	127
ACCFDFCE_00556	1	603625	604260	+	636	135	191	208
ACCFDFCE_00557	1	604226	604471	+	246	123	106	191
ACCFDFCE_00558	1	604495	605121	+	627	154	175	272
ACCFDFCE_00559	1	605391	606329	+	939	1014	837	1633
ACCFDFCE_00560	1	606540	607076	+	537	2105	1699	4725
ACCFDFCE_00561	1	607245	607721	+	477	883	743	1763
ACCFDFCE_00562	1	607761	609056	+	1296	5469	5124	10255
ACCFDFCE_00563	1	609099	609605	+	507	1774	1809	3332
ACCFDFCE_00564	1	610104	611114	+	1011	2679	1120	5224
ACCFDFCE_00565	1	611189	611296	+	108	2	13	6
ACCFDFCE_00566	1	611389	611805	+	417	304	191	348
ACCFDFCE_00567	1	611802	613463	+	1662	2773	3579	4149
ACCFDFCE_00568	1	613624	613843	-	220	227	161	120
ACCFDFCE_00569	1	613852	614487	+	636	70	58	84
ACCFDFCE_00570	1	614866	615753	+	888	835	1111	1179
ACCFDFCE_00571	1	615865	616851	+	987	890	1254	1144
ACCFDFCE_00572	1	616906	617625	+	720	870	1530	1582
ACCFDFCE_00573	1	617609	618409	+	801	1382	2356	2267
ACCFDFCE_00574	1	618545	619051	+	507	14802	21680	17200
ACCFDFCE_00575	1	619213	619929	+	717	1528	1390	964
ACCFDFCE_00576	1	620098	620886	+	789	78	119	141
ACCFDFCE_00577	1	621137	621511	-	375	715	934	1122
ACCFDFCE_00578	1	621676	621871	-	196	38	39	65
ACCFDFCE_00579	1	622459	623388	-	930	281	184	382
ACCFDFCE_00580	1	623583	623807	-	225	3	7	3
ACCFDFCE_00581	1	623824	624027	-	204	8	12	17
ACCFDFCE_00582	1	624186	624746	+	561	100	115	107
ACCFDFCE_00583	1	624765	627167	+	2403	349	303	329
ACCFDFCE_00584	1	627154	627579	+	426	64	46	49
ACCFDFCE_00585	1	627576	627920	+	345	42	29	36
ACCFDFCE_00586	1	627910	629406	+	1497	179	185	228
ACCFDFCE_00587	1	629407	629889	+	483	35	34	45
ACCFDFCE_00588	1	629886	630188	+	303	23	28	46
ACCFDFCE_00589	1	630163	630600	+	438	65	68	97
ACCFDFCE_00590	1	630940	632982	+	2043	4755	6657	20460
ACCFDFCE_00591	1	633177	633616	-	440	265861	366169	298104
ACCFDFCE_00592	1	634408	635346	-	939	174765	154862	191238
ACCFDFCE_00593	1	635343	636179	-	837	97131	86249	107282
ACCFDFCE_00594	1	636173	636916	-	744	120443	106884	135347
ACCFDFCE_00595	1	637038	637682	+	645	1103	1708	1748
ACCFDFCE_00596	1	637762	638514	-	753	155	251	208
ACCFDFCE_00597	1	638750	639514	+	765	710	894	961
ACCFDFCE_00598	1	639575	640369	-	795	1455	1911	3039
ACCFDFCE_00599	1	640716	641528	+	813	1177	1603	1676
ACCFDFCE_00600	1	641627	642730	+	1104	1620	1160	1447
ACCFDFCE_00601	1	642727	643788	+	1062	1188	966	1208
ACCFDFCE_00602	1	643851	644249	+	399	259	191	283
ACCFDFCE_00603	1	644366	645661	-	1296	513	408	811
ACCFDFCE_00604	1	646082	647809	+	1728	21396	8997	17702
ACCFDFCE_00605	1	648168	649397	+	1230	4690	9959	5840
ACCFDFCE_00606	1	649547	649723	-	177	197	181	85
ACCFDFCE_00607	1	649922	650755	+	834	1227	951	954
ACCFDFCE_00608	1	651037	651834	+	798	825	1326	1509
ACCFDFCE_00609	1	651870	652874	+	1005	338	510	570
ACCFDFCE_00610	1	652871	653887	+	1017	699	896	1005
ACCFDFCE_00611	1	654121	655089	+	969	2714	1912	5426
ACCFDFCE_00612	1	655131	655715	+	585	1483	970	2892
ACCFDFCE_00613	1	655708	656070	+	363	1036	726	1993
ACCFDFCE_00614	1	656186	656683	+	498	2651	2116	4057
ACCFDFCE_00615	1	657139	658206	+	1068	1493	1647	2760
ACCFDFCE_00616	1	658357	659400	+	1044	301	282	398
ACCFDFCE_00617	1	659729	660157	+	429	258	754	402
ACCFDFCE_00618	1	660366	660872	-	507	1407	1410	2476
ACCFDFCE_00619	1	660985	661908	+	924	1231	1288	1292
ACCFDFCE_00620	1	661924	662598	+	675	628	918	852
ACCFDFCE_00621	1	662591	663631	+	1041	758	1168	1165
ACCFDFCE_00622	1	663775	664536	+	762	809	1042	1072
ACCFDFCE_00623	1	664526	666415	+	1890	1611	1565	2134
ACCFDFCE_00624	1	667140	667757	+	618	1440	1801	1451
ACCFDFCE_00625	1	667773	668780	+	1008	1936	2325	1799
ACCFDFCE_00626	1	669368	670165	-	798	5001	3822	5620
ACCFDFCE_00627	1	670526	671170	+	645	863	868	1628
ACCFDFCE_00628	1	671867	674017	+	2151	1004	1116	2174
ACCFDFCE_00629	1	674097	674522	+	426	9514	4496	11679
ACCFDFCE_00630	1	674712	675428	+	717	3322	3332	5344
ACCFDFCE_00631	1	675428	675901	+	474	2057	2235	3392
ACCFDFCE_00632	1	676254	676898	+	645	3002	4253	5199
ACCFDFCE_00633	1	677014	677880	+	867	3006	4364	5256
ACCFDFCE_00634	1	678081	679301	+	1221	987	1634	2043
ACCFDFCE_00635	1	679298	679786	+	489	447	702	823
ACCFDFCE_00636	1	679885	680574	-	690	266	210	201
ACCFDFCE_00637	1	680701	681144	+	444	31	30	65
ACCFDFCE_00638	1	681211	681606	+	396	209	203	293
ACCFDFCE_00639	1	681744	682043	+	300	400	426	542
ACCFDFCE_00640	1	682123	682665	+	543	127	148	241
ACCFDFCE_00641	1	682761	683327	-	567	264	264	390
ACCFDFCE_00642	1	683329	683787	-	459	146	165	210
ACCFDFCE_00643	1	683790	684473	-	684	624	607	843
ACCFDFCE_00644	1	684645	685520	-	876	259	252	235
ACCFDFCE_00645	1	685739	687370	+	1632	830	478	857
ACCFDFCE_00646	1	687367	689040	+	1674	546	385	691
ACCFDFCE_00647	1	689167	689610	-	444	16838	25988	16276
ACCFDFCE_00648	1	689837	690763	+	927	437	706	690
ACCFDFCE_00649	1	690866	691774	+	909	1653	2382	2305
ACCFDFCE_00650	1	691809	692096	+	288	213	309	286
ACCFDFCE_00651	1	692379	693932	+	1554	3146	3403	2140
ACCFDFCE_00652	1	694018	695391	+	1374	3600	3641	2560
ACCFDFCE_00653	1	695546	695830	-	285	363	372	258
ACCFDFCE_00654	1	695827	696444	-	618	722	833	580
ACCFDFCE_00655	1	696630	697052	-	423	1242	1401	920
ACCFDFCE_00656	1	697261	698427	+	1167	530	446	349
ACCFDFCE_00657	1	698708	699172	+	465	760	536	568
ACCFDFCE_00658	1	699346	699828	+	483	192	202	251
ACCFDFCE_00659	1	700081	700842	+	762	68	168	103
ACCFDFCE_00660	1	700839	701759	+	921	106	313	318
ACCFDFCE_00661	1	701765	703723	+	1959	694	2323	2727
ACCFDFCE_00662	1	704031	705212	+	1182	803	996	2628
ACCFDFCE_00663	1	705433	706782	+	1350	4709	6227	6664
ACCFDFCE_00664	1	707004	707843	+	840	828	868	2231
ACCFDFCE_00665	1	707975	708958	+	984	1474	1515	3406
ACCFDFCE_00666	1	709030	710085	-	1056	8894	5272	5754
ACCFDFCE_00667	1	710085	710771	-	687	5804	3150	3245
ACCFDFCE_00668	1	710746	711219	-	474	1921	1027	676
ACCFDFCE_00669	1	711561	712001	-	441	4780	2799	1050
ACCFDFCE_00670	1	712281	712865	-	585	168	191	363
ACCFDFCE_00671	1	712964	713677	-	714	97	93	187
ACCFDFCE_00672	1	713681	714100	-	420	40	58	83
ACCFDFCE_00673	1	714102	714770	-	669	22	52	55
ACCFDFCE_00674	1	715121	715714	+	594	36	110	87
ACCFDFCE_00675	1	715698	716849	+	1152	439	577	527
ACCFDFCE_00676	1	716849	717457	+	609	355	436	522
ACCFDFCE_00677	1	717589	717668	-	80	65	85	106
ACCFDFCE_00678	1	717817	718527	+	711	392	771	759
ACCFDFCE_00679	1	718511	719515	+	1005	547	870	951
ACCFDFCE_00680	1	719989	721929	+	1941	7387	6799	7617
ACCFDFCE_00681	1	722206	724083	+	1878	1657	1939	2421
ACCFDFCE_00682	1	724095	725876	+	1782	2016	2275	3250
ACCFDFCE_00683	1	726098	727075	+	978	706	639	1817
ACCFDFCE_00684	1	727068	728582	+	1515	2235	1427	3840
ACCFDFCE_00685	1	728822	729880	+	1059	484	472	386
ACCFDFCE_00686	1	729872	730095	+	224	279	294	223
ACCFDFCE_00687	1	730231	730773	+	543	699	1294	939
ACCFDFCE_00688	1	731397	732314	-	918	279	310	451
ACCFDFCE_00689	1	732584	734089	-	1506	14696	32206	39058
ACCFDFCE_00690	1	734430	734930	-	501	188	333	437
ACCFDFCE_00691	1	734950	735816	-	867	295	508	610
ACCFDFCE_00692	1	736617	737015	+	399	4447	6622	18569
ACCFDFCE_00693	1	736978	739083	+	2106	18041	32995	75483
ACCFDFCE_00694	1	739201	740172	+	972	7145	13092	32096
ACCFDFCE_00695	1	740838	741851	+	1014	70	264	72
ACCFDFCE_00696	1	741838	742794	+	957	39	106	17
ACCFDFCE_00697	1	742791	743552	+	762	24	64	5
ACCFDFCE_00698	1	743671	744699	+	1029	56	110	36
ACCFDFCE_00699	1	745016	745330	-	315	501	481	565
ACCFDFCE_00700	1	745348	746271	-	924	539	752	779
ACCFDFCE_00701	1	746398	746916	-	519	188	333	258
ACCFDFCE_00702	1	747036	747914	+	879	780	1114	1036
ACCFDFCE_00703	1	748068	748388	+	321	531	651	628
ACCFDFCE_00704	1	748813	749937	+	1125	903	943	1381
ACCFDFCE_00705	1	750126	751352	-	1227	3688	4299	3819
ACCFDFCE_00706	1	751366	751860	-	495	387	461	516
ACCFDFCE_00707	1	751878	752639	-	762	289	347	472
ACCFDFCE_00708	1	752835	753905	-	1071	984	829	1042
ACCFDFCE_00709	1	754223	755278	+	1056	556	630	621
ACCFDFCE_00710	1	755448	756089	-	642	411	528	853
ACCFDFCE_00711	1	756233	756616	+	384	291	493	336
ACCFDFCE_00712	1	756980	758062	+	1083	83	117	54
ACCFDFCE_00713	1	758055	758729	+	675	36	44	32
ACCFDFCE_00714	1	758790	759362	+	573	39668	44101	45976
ACCFDFCE_00715	1	759776	762307	+	2532	28282	32665	18898
ACCFDFCE_00716	1	762740	763732	+	993	3479	4307	2998
ACCFDFCE_00717	1	764141	764980	+	840	287	491	201
ACCFDFCE_00718	1	765154	765804	+	651	1219	748	1293
ACCFDFCE_00719	1	765801	766037	+	237	393	272	547
ACCFDFCE_00720	1	766306	768291	+	1986	3026	2873	3386
ACCFDFCE_00721	1	768299	771145	+	2847	3751	3533	4399
ACCFDFCE_00722	1	771427	771611	+	185	44	38	31
ACCFDFCE_00723	1	771807	772739	+	933	2962	2594	3506
ACCFDFCE_00724	1	772745	773584	+	840	1700	1556	2115
ACCFDFCE_00725	1	773592	774077	+	486	689	734	949
ACCFDFCE_00726	1	774085	775524	+	1440	1156	1088	1293
ACCFDFCE_00727	1	775591	776526	+	936	7473	8457	17756
ACCFDFCE_00728	1	776900	777325	-	426	618	702	815
ACCFDFCE_00729	1	777147	777376	+	230	14	22	20
ACCFDFCE_00730	1	777520	778431	+	912	1875	1553	2600
ACCFDFCE_00731	1	778428	779423	+	996	1972	1757	2819
ACCFDFCE_00732	1	779533	780477	+	945	1814	1654	2644
ACCFDFCE_00733	1	780791	780863	-	73	18	18	14
ACCFDFCE_00734	1	781050	781637	+	588	5470	5885	9392
ACCFDFCE_00735	1	781880	782749	-	870	2422	2880	3860
ACCFDFCE_00736	1	782931	783054	+	124	55	83	205
ACCFDFCE_00737	1	783485	784114	+	630	180	122	306
ACCFDFCE_00738	1	784254	784466	+	213	10	8	6
ACCFDFCE_00739	1	784756	785769	+	1014	1191	855	740
ACCFDFCE_00740	1	785822	786832	+	1011	4216	3886	4457
ACCFDFCE_00741	1	786971	788161	+	1191	2747	2845	3233
ACCFDFCE_00742	1	788283	789044	+	762	2801	2943	3638
ACCFDFCE_00743	1	789047	790564	+	1518	3898	4348	5590
ACCFDFCE_00744	1	790694	791998	+	1305	40688	40603	45303
ACCFDFCE_00745	1	792338	792796	+	459	821	1274	825
ACCFDFCE_00746	1	792863	793096	+	234	786	908	1005
ACCFDFCE_00747	1	793212	793952	+	741	1123	1328	1769
ACCFDFCE_00748	1	793986	796358	+	2373	3943	4595	6182
ACCFDFCE_00749	1	796380	796844	+	465	598	678	905
ACCFDFCE_00750	1	796935	797293	+	359	243593	224870	190471
ACCFDFCE_00751	1	798166	798489	-	324	9456	12470	16214
ACCFDFCE_00752	1	798843	799571	-	729	4362	5918	8822
ACCFDFCE_00753	1	800170	800691	+	522	34	30	37
ACCFDFCE_00754	1	800830	801360	+	531	74	76	94
ACCFDFCE_00755	1	801623	804406	+	2784	1865	2241	2322
ACCFDFCE_00756	1	804743	806152	+	1410	32	38	73
ACCFDFCE_00757	1	806503	807525	+	1023	122	154	122
ACCFDFCE_00758	1	807860	808330	+	471	11	17	8
ACCFDFCE_00759	1	808671	809357	+	687	5334	1467	3025
ACCFDFCE_00760	1	809714	809914	+	201	3889	6573	4739
ACCFDFCE_00761	1	810410	810628	-	219	105	63	113
ACCFDFCE_00762	1	810690	810974	-	285	99	50	86
ACCFDFCE_00763	1	811062	811631	-	570	150	86	79
ACCFDFCE_00764	1	811819	812007	-	189	700	703	952
ACCFDFCE_00765	1	812036	812296	-	261	546	433	692
ACCFDFCE_00766	1	812637	812840	+	204	307	264	428
ACCFDFCE_00767	1	812837	813073	-	237	118	89	98
ACCFDFCE_00768	1	813298	813879	+	582	458	146	284
ACCFDFCE_00769	1	813952	814569	-	618	1143	741	543
ACCFDFCE_00770	1	814724	815218	-	495	577	725	657
ACCFDFCE_00771	1	815617	816039	-	423	38	86	62
ACCFDFCE_00772	1	816187	816903	+	717	280	357	538
ACCFDFCE_00773	1	816986	817525	+	540	854	902	1117
ACCFDFCE_00774	1	817675	817995	-	321	1344	1732	2950
ACCFDFCE_00775	1	818139	818495	+	357	3994	3770	4108
ACCFDFCE_00776	1	818653	819033	+	381	21726	17283	13197
ACCFDFCE_00777	1	819097	819210	+	114	1340	986	612
ACCFDFCE_00778	1	819212	820090	+	879	6483	5572	3166
ACCFDFCE_00779	1	820133	820399	+	267	2673	2417	1401
ACCFDFCE_00780	1	820829	821218	+	390	1899	1823	1112
ACCFDFCE_00781	1	821211	821507	+	297	1317	1275	831
ACCFDFCE_00782	1	821565	821668	+	104	277	365	195
ACCFDFCE_00783	1	821757	822782	+	1026	1357	2723	2396
ACCFDFCE_00784	1	822775	823470	+	696	1150	2167	1706
ACCFDFCE_00785	1	823488	824309	+	822	2388	6896	3882
ACCFDFCE_00786	1	824663	824857	+	195	875	1087	1101
ACCFDFCE_00787	1	825090	825941	-	852	170	165	153
ACCFDFCE_00788	1	826269	827030	+	762	1302	2165	1397
ACCFDFCE_00789	1	827128	828435	+	1308	3691	5409	3346
ACCFDFCE_00790	1	828550	829791	+	1242	2266	3387	2127
ACCFDFCE_00791	1	829781	830245	+	465	1002	1383	830
ACCFDFCE_00792	1	830396	831793	+	1398	5222	4680	4395
ACCFDFCE_00793	1	832123	832437	-	315	26	67	37
ACCFDFCE_00794	1	832802	833842	+	1041	336	367	740
ACCFDFCE_00795	1	833856	834923	+	1068	446	343	926
ACCFDFCE_00796	1	835136	835984	+	849	457	367	809
ACCFDFCE_00797	1	835997	836824	+	828	416	314	780
ACCFDFCE_00798	1	836851	838170	+	1320	920	752	1934
ACCFDFCE_00799	1	838254	839171	+	918	3653	4121	4793
ACCFDFCE_00800	1	839301	839684	+	384	511	491	560
ACCFDFCE_00801	1	839763	840029	-	267	111	85	73
ACCFDFCE_00802	1	840127	840561	+	435	1904	2402	2705
ACCFDFCE_00803	1	840561	841340	+	780	3693	5061	5004
ACCFDFCE_00804	1	841373	842332	+	960	5827	7615	6863
ACCFDFCE_00805	1	842744	842896	+	153	165	184	275
ACCFDFCE_00806	1	842912	844369	+	1458	7355	7185	10853
ACCFDFCE_00807	1	844366	845580	+	1215	4556	4508	6838
ACCFDFCE_00808	1	845598	845834	+	237	2131	1818	2968
ACCFDFCE_00809	1	845831	847006	+	1176	6826	6669	10718
ACCFDFCE_00810	1	847269	847511	-	243	1048	1877	853
ACCFDFCE_00811	1	847612	847935	+	324	701	1605	380
ACCFDFCE_00812	1	847994	849058	-	1065	7292	11230	6623
ACCFDFCE_00813	1	849375	849611	+	237	505	554	1166
ACCFDFCE_00814	1	849624	849983	+	360	1068	1498	2352
ACCFDFCE_00815	1	850437	851645	+	1209	7789	5889	9383
ACCFDFCE_00816	1	851776	853251	+	1476	4598	4500	6471
ACCFDFCE_00817	1	853662	854978	+	1317	595	585	857
ACCFDFCE_00818	1	854997	855371	+	375	934	1050	1080
ACCFDFCE_00819	1	855427	856581	-	1155	151	174	130
ACCFDFCE_00820	1	856830	857186	-	357	578	1006	1033
ACCFDFCE_00821	1	857164	857457	-	294	283	508	502
ACCFDFCE_00822	1	857457	857936	-	480	1363	1724	1873
ACCFDFCE_00823	1	857938	859434	-	1497	3008	4055	4385
ACCFDFCE_00824	1	859427	859768	-	342	1845	1950	2091
ACCFDFCE_00825	1	859768	860196	-	429	1391	1646	1722
ACCFDFCE_00826	1	860189	862594	-	2406	11350	12857	14034
ACCFDFCE_00827	1	862725	863108	-	384	365	633	418
ACCFDFCE_00828	1	863172	863765	+	594	2196	2604	2524
ACCFDFCE_00829	1	864181	864558	+	378	4433	8475	8531
ACCFDFCE_00830	1	864920	866047	+	1128	1078	1142	6575
ACCFDFCE_00831	1	866355	867545	+	1191	62038	54678	41573
ACCFDFCE_00832	1	867654	868898	+	1245	81443	79675	57134
ACCFDFCE_00833	1	869037	869314	-	278	3952	4551	2948
ACCFDFCE_00834	1	869401	870330	-	930	2327	1133	1898
